Property,Time,Value
UpperChest Left-Right,5.73333400,-0.00094180
UpperChest Left-Right,5.81666700,-0.00097283
UpperChest Left-Right,5.90000000,-0.00090328
UpperChest Left-Right,5.98333400,-0.00072288
UpperChest Left-Right,6.08333300,-0.00035222
UpperChest Left-Right,6.11666700,-0.00034882
UpperChest Left-Right,6.20000000,-0.00057181
UpperChest Left-Right,6.25000000,-0.00053326
UpperChest Left-Right,6.30000000,-0.00037007
UpperChest Left-Right,6.35000000,-0.00027563
UpperChest Left-Right,6.38333400,-0.00023629
UpperChest Left-Right,6.46666700,-0.00013829
UpperChest Left-Right,6.50000000,-0.00016120
UpperChest Left-Right,6.53333400,-0.00018339
UpperChest Left-Right,6.55000000,-0.00017606
UpperChest Left-Right,6.58333300,-0.00010500
UpperChest Left-Right,6.60000000,-0.00004761
UpperChest Left-Right,6.61666700,0.00001832
UpperChest Left-Right,6.63333400,0.00008305
UpperChest Left-Right,6.68333400,0.00021201
UpperChest Left-Right,6.78333400,0.00012312
UpperChest Left-Right,6.85000000,0.00004554
UpperChest Left-Right,6.86666700,0.00002318
UpperChest Left-Right,6.88333400,0.00000031
UpperChest Left-Right,6.90000100,-0.00002207
UpperChest Left-Right,6.91666700,-0.00004734
UpperChest Left-Right,6.93333400,-0.00007722
UpperChest Left-Right,6.96666700,-0.00016432
UpperChest Left-Right,7.00000000,-0.00028073
UpperChest Left-Right,7.03333400,-0.00034440
UpperChest Left-Right,7.05000000,-0.00031871
UpperChest Left-Right,7.08333300,-0.00011263
UpperChest Left-Right,7.10000000,0.00005205
UpperChest Left-Right,7.11666700,0.00023051
UpperChest Left-Right,7.15000100,0.00053723
UpperChest Left-Right,7.20000000,0.00067453
UpperChest Left-Right,7.25000000,0.00056245
UpperChest Left-Right,7.30000000,0.00049752
UpperChest Left-Right,7.36666700,0.00046172
UpperChest Left-Right,7.41666700,0.00033695
UpperChest Left-Right,7.46666700,0.00020070
UpperChest Left-Right,7.50000000,0.00019033
UpperChest Left-Right,7.56666700,0.00031775
UpperChest Left-Right,7.61666700,0.00030883
UpperChest Left-Right,7.66666700,0.00022327
UpperChest Left-Right,7.71666700,0.00017906
UpperChest Left-Right,7.75000000,0.00013244
UpperChest Left-Right,7.76666700,0.00009094
UpperChest Left-Right,7.78333400,0.00003817
UpperChest Left-Right,7.80000000,-0.00001904
UpperChest Left-Right,7.81666700,-0.00007299
UpperChest Left-Right,7.85000000,-0.00013751
UpperChest Left-Right,7.86666700,-0.00013834
UpperChest Left-Right,7.90000100,-0.00007717
UpperChest Left-Right,7.91666700,-0.00002917
UpperChest Left-Right,7.93333400,0.00001780
UpperChest Left-Right,7.96666700,0.00007963
UpperChest Left-Right,7.98333400,0.00008407
UpperChest Left-Right,8.00000000,0.00007384
UpperChest Left-Right,8.01666700,0.00005045
UpperChest Left-Right,8.03333400,0.00002126
UpperChest Left-Right,8.05000000,-0.00000845
UpperChest Left-Right,8.06666800,-0.00003218
UpperChest Left-Right,8.08333400,-0.00004942
UpperChest Left-Right,8.10000000,-0.00006222
UpperChest Left-Right,8.13333400,-0.00007604
UpperChest Left-Right,8.15000100,-0.00008303
UpperChest Left-Right,8.21666700,-0.00012041
UpperChest Left-Right,8.28333400,-0.00008812
UpperChest Left-Right,8.31666800,-0.00003415
UpperChest Left-Right,8.33333400,0.00000034
UpperChest Twist Left-Right,0.00000000,-0.00000102
UpperChest Twist Left-Right,0.01666667,-0.00004952
UpperChest Twist Left-Right,0.03333334,-0.00009306
UpperChest Twist Left-Right,0.08333334,-0.00019398
UpperChest Twist Left-Right,0.15000000,-0.00025767
UpperChest Twist Left-Right,0.20000000,-0.00031299
UpperChest Twist Left-Right,0.25000000,-0.00034766
UpperChest Twist Left-Right,0.33333330,-0.00037669
UpperChest Twist Left-Right,0.41666670,-0.00065314
UpperChest Twist Left-Right,0.46666670,-0.00063060
UpperChest Twist Left-Right,0.51666670,-0.00058159
UpperChest Twist Left-Right,0.61666670,-0.00085378
UpperChest Twist Left-Right,0.73333330,-0.00087324
UpperChest Twist Left-Right,0.85000000,-0.00098065
UpperChest Twist Left-Right,0.95000000,-0.00091526
UpperChest Twist Left-Right,1.03333300,-0.00082442
UpperChest Twist Left-Right,1.13333300,-0.00076312
UpperChest Twist Left-Right,1.23333300,-0.00056419
UpperChest Twist Left-Right,1.33333300,-0.00064376
UpperChest Twist Left-Right,1.40000000,-0.00055053
UpperChest Twist Left-Right,1.46666700,-0.00045046
UpperChest Twist Left-Right,1.60000000,-0.00049794
UpperChest Twist Left-Right,1.71666700,-0.00049111
UpperChest Twist Left-Right,1.81666700,-0.00041837
UpperChest Twist Left-Right,1.91666700,-0.00019330
UpperChest Twist Left-Right,1.96666700,-0.00007923
UpperChest Twist Left-Right,2.00000000,-0.00004115
UpperChest Twist Left-Right,2.01666700,-0.00003398
UpperChest Twist Left-Right,2.03333400,-0.00003757
UpperChest Twist Left-Right,2.05000000,-0.00004696
UpperChest Twist Left-Right,2.06666700,-0.00006216
UpperChest Twist Left-Right,2.08333300,-0.00008026
UpperChest Twist Left-Right,2.10000000,-0.00010177
UpperChest Twist Left-Right,2.16666700,-0.00017384
UpperChest Twist Left-Right,2.21666700,-0.00020696
UpperChest Twist Left-Right,2.26666700,-0.00025409
UpperChest Twist Left-Right,2.33333300,-0.00028398
UpperChest Twist Left-Right,2.36666700,-0.00025204
UpperChest Twist Left-Right,2.40000000,-0.00020201
UpperChest Twist Left-Right,2.41666700,-0.00017793
UpperChest Twist Left-Right,2.45000000,-0.00014293
UpperChest Twist Left-Right,2.48333300,-0.00012363
UpperChest Twist Left-Right,2.53333400,-0.00010399
UpperChest Twist Left-Right,2.58333300,-0.00006882
UpperChest Twist Left-Right,2.61666700,-0.00003637
UpperChest Twist Left-Right,2.63333300,-0.00002237
UpperChest Twist Left-Right,2.65000000,-0.00001076
UpperChest Twist Left-Right,2.66666700,-0.00000359
UpperChest Twist Left-Right,2.68333300,0.00000359
UpperChest Twist Left-Right,2.70000000,0.00000581
UpperChest Twist Left-Right,2.71666700,0.00000854
UpperChest Twist Left-Right,2.73333400,0.00001195
UpperChest Twist Left-Right,2.75000000,0.00001725
UpperChest Twist Left-Right,2.76666700,0.00002664
UpperChest Twist Left-Right,2.78333400,0.00003927
UpperChest Twist Left-Right,2.80000000,0.00005737
UpperChest Twist Left-Right,2.81666700,0.00007565
UpperChest Twist Left-Right,2.83333300,0.00009460
UpperChest Twist Left-Right,2.88333300,0.00011458
UpperChest Twist Left-Right,2.93333300,0.00008282
UpperChest Twist Left-Right,2.95000000,0.00007599
UpperChest Twist Left-Right,2.98333400,0.00009221
UpperChest Twist Left-Right,3.00000000,0.00011526
UpperChest Twist Left-Right,3.01666700,0.00014309
UpperChest Twist Left-Right,3.03333400,0.00017503
UpperChest Twist Left-Right,3.08333300,0.00023718
UpperChest Twist Left-Right,3.16666700,0.00017229
UpperChest Twist Left-Right,3.20000000,0.00010758
UpperChest Twist Left-Right,3.21666700,0.00007189
UpperChest Twist Left-Right,3.23333400,0.00003279
UpperChest Twist Left-Right,3.25000000,-0.00000427
UpperChest Twist Left-Right,3.26666700,-0.00004064
UpperChest Twist Left-Right,3.30000000,-0.00009460
UpperChest Twist Left-Right,3.31666700,-0.00011287
UpperChest Twist Left-Right,3.33333300,-0.00012329
UpperChest Twist Left-Right,3.38333300,-0.00014173
UpperChest Twist Left-Right,3.46666700,-0.00014600
UpperChest Twist Left-Right,3.51666700,-0.00007940
UpperChest Twist Left-Right,3.55000000,-0.00002903
UpperChest Twist Left-Right,3.56666700,-0.00000973
UpperChest Twist Left-Right,3.58333300,0.00000461
UpperChest Twist Left-Right,3.60000000,0.00001537
UpperChest Twist Left-Right,3.61666700,0.00002493
UpperChest Twist Left-Right,3.63333300,0.00003159
UpperChest Twist Left-Right,3.65000000,0.00003757
UpperChest Twist Left-Right,3.66666700,0.00004320
UpperChest Twist Left-Right,3.68333400,0.00004542
UpperChest Twist Left-Right,3.70000000,0.00004320
UpperChest Twist Left-Right,3.71666700,0.00003910
UpperChest Twist Left-Right,3.75000000,0.00001332
UpperChest Twist Left-Right,3.76666700,-0.00000410
UpperChest Twist Left-Right,3.78333400,-0.00002476
UpperChest Twist Left-Right,3.80000000,-0.00004423
UpperChest Twist Left-Right,3.81666700,-0.00006113
UpperChest Twist Left-Right,3.85000000,-0.00008657
UpperChest Twist Left-Right,3.86666700,-0.00009289
UpperChest Twist Left-Right,3.88333300,-0.00009631
UpperChest Twist Left-Right,3.91666700,-0.00008913
UpperChest Twist Left-Right,3.93333400,-0.00008043
UpperChest Twist Left-Right,3.95000000,-0.00006813
UpperChest Twist Left-Right,3.96666700,-0.00005635
UpperChest Twist Left-Right,3.98333400,-0.00004610
UpperChest Twist Left-Right,4.00000000,-0.00003432
UpperChest Twist Left-Right,4.01666700,-0.00002715
UpperChest Twist Left-Right,4.03333400,-0.00002083
UpperChest Twist Left-Right,4.05000000,-0.00001656
UpperChest Twist Left-Right,4.06666700,-0.00001417
UpperChest Twist Left-Right,4.08333300,-0.00001110
UpperChest Twist Left-Right,4.10000000,-0.00000939
UpperChest Twist Left-Right,4.11666700,-0.00000649
UpperChest Twist Left-Right,4.13333400,-0.00000393
UpperChest Twist Left-Right,4.15000000,-0.00000205
UpperChest Twist Left-Right,4.16666700,-0.00000017
UpperChest Twist Left-Right,4.18333300,0.00000393
UpperChest Twist Left-Right,4.20000000,0.00000820
UpperChest Twist Left-Right,4.21666700,0.00001434
UpperChest Twist Left-Right,4.23333400,0.00002254
UpperChest Twist Left-Right,4.26666700,0.00003944
UpperChest Twist Left-Right,4.28333400,0.00004832
UpperChest Twist Left-Right,4.30000000,0.00005208
UpperChest Twist Left-Right,4.31666700,0.00005345
UpperChest Twist Left-Right,4.33333300,0.00005003
UpperChest Twist Left-Right,4.35000000,0.00004166
UpperChest Twist Left-Right,4.36666700,0.00003210
UpperChest Twist Left-Right,4.38333400,0.00002186
UpperChest Twist Left-Right,4.40000000,0.00001349
UpperChest Twist Left-Right,4.41666700,0.00001025
UpperChest Twist Left-Right,4.43333300,0.00001144
UpperChest Twist Left-Right,4.45000000,0.00001947
UpperChest Twist Left-Right,4.48333400,0.00004440
UpperChest Twist Left-Right,4.50000000,0.00005806
UpperChest Twist Left-Right,4.55000000,0.00006506
UpperChest Twist Left-Right,4.58333300,0.00003654
UpperChest Twist Left-Right,4.60000000,0.00001520
UpperChest Twist Left-Right,4.61666700,-0.00000410
UpperChest Twist Left-Right,4.63333400,-0.00002169
UpperChest Twist Left-Right,4.65000000,-0.00003432
UpperChest Twist Left-Right,4.66666700,-0.00004081
UpperChest Twist Left-Right,4.70000000,-0.00004098
UpperChest Twist Left-Right,4.71666700,-0.00003944
UpperChest Twist Left-Right,4.73333400,-0.00004081
UpperChest Twist Left-Right,4.75000000,-0.00004423
UpperChest Twist Left-Right,4.78333400,-0.00006250
UpperChest Twist Left-Right,4.80000000,-0.00007069
UpperChest Twist Left-Right,4.81666700,-0.00007394
UpperChest Twist Left-Right,4.83333300,-0.00007291
UpperChest Twist Left-Right,4.85000000,-0.00006437
UpperChest Twist Left-Right,4.86666700,-0.00005174
UpperChest Twist Left-Right,4.88333400,-0.00003449
UpperChest Twist Left-Right,4.90000000,-0.00001639
UpperChest Twist Left-Right,4.91666700,0.00000256
UpperChest Twist Left-Right,4.93333300,0.00001895
UpperChest Twist Left-Right,4.95000000,0.00003227
UpperChest Twist Left-Right,4.98333400,0.00005464
UpperChest Twist Left-Right,5.01666700,0.00007052
UpperChest Twist Left-Right,5.05000000,0.00008111
UpperChest Twist Left-Right,5.06666700,0.00008248
UpperChest Twist Left-Right,5.08333300,0.00007684
UpperChest Twist Left-Right,5.10000000,0.00006745
UpperChest Twist Left-Right,5.15000000,0.00000734
UpperChest Twist Left-Right,5.16666700,-0.00001827
UpperChest Twist Left-Right,5.18333300,-0.00004184
UpperChest Twist Left-Right,5.20000000,-0.00006574
UpperChest Twist Left-Right,5.26666700,-0.00012875
UpperChest Twist Left-Right,5.36666700,-0.00013968
UpperChest Twist Left-Right,5.38333400,-0.00013097
UpperChest Twist Left-Right,5.40000000,-0.00012380
UpperChest Twist Left-Right,5.43333300,-0.00011185
UpperChest Twist Left-Right,5.48333400,-0.00011953
UpperChest Twist Left-Right,5.55000000,-0.00015147
UpperChest Twist Left-Right,5.63333400,-0.00021977
UpperChest Twist Left-Right,5.75000000,-0.00032069
UpperChest Twist Left-Right,5.80000000,-0.00024043
UpperChest Twist Left-Right,5.85000000,-0.00014054
UpperChest Twist Left-Right,5.88333400,-0.00011561
UpperChest Twist Left-Right,5.93333400,-0.00012534
UpperChest Twist Left-Right,5.98333400,-0.00010826
UpperChest Twist Left-Right,6.01666700,-0.00008675
UpperChest Twist Left-Right,6.05000000,-0.00008128
UpperChest Twist Left-Right,6.06666700,-0.00009016
UpperChest Twist Left-Right,6.10000000,-0.00012107
UpperChest Twist Left-Right,6.20000000,-0.00024777
UpperChest Twist Left-Right,6.26666700,-0.00032427
UpperChest Twist Left-Right,6.33333300,-0.00038404
UpperChest Twist Left-Right,6.41666700,-0.00045081
UpperChest Twist Left-Right,6.50000000,-0.00034681
UpperChest Twist Left-Right,6.60000000,-0.00034681
UpperChest Twist Left-Right,6.68333400,-0.00037857
UpperChest Twist Left-Right,6.75000000,-0.00036798
UpperChest Twist Left-Right,6.83333300,-0.00028038
UpperChest Twist Left-Right,6.90000100,-0.00017947
UpperChest Twist Left-Right,6.93333400,-0.00012141
UpperChest Twist Left-Right,6.95000000,-0.00010126
UpperChest Twist Left-Right,6.96666700,-0.00008879
UpperChest Twist Left-Right,7.00000000,-0.00010092
UpperChest Twist Left-Right,7.03333400,-0.00014361
UpperChest Twist Left-Right,7.06666700,-0.00016973
UpperChest Twist Left-Right,7.10000000,-0.00014412
UpperChest Twist Left-Right,7.13333400,-0.00007940
UpperChest Twist Left-Right,7.15000100,-0.00004832
UpperChest Twist Left-Right,7.16666700,-0.00002391
UpperChest Twist Left-Right,7.18333400,-0.00001178
UpperChest Twist Left-Right,7.20000000,-0.00001042
UpperChest Twist Left-Right,7.21666700,-0.00001810
UpperChest Twist Left-Right,7.23333400,-0.00003005
UpperChest Twist Left-Right,7.25000000,-0.00004132
UpperChest Twist Left-Right,7.26666700,-0.00004457
UpperChest Twist Left-Right,7.30000000,-0.00003244
UpperChest Twist Left-Right,7.31666700,-0.00001554
UpperChest Twist Left-Right,7.33333300,0.00000734
UpperChest Twist Left-Right,7.35000000,0.00003074
UpperChest Twist Left-Right,7.36666700,0.00005430
UpperChest Twist Left-Right,7.41666700,0.00010040
UpperChest Twist Left-Right,7.43333400,0.00010775
UpperChest Twist Left-Right,7.46666700,0.00010570
UpperChest Twist Left-Right,7.50000000,0.00009306
UpperChest Twist Left-Right,7.51666700,0.00008572
UpperChest Twist Left-Right,7.53333400,0.00008418
UpperChest Twist Left-Right,7.55000000,0.00008469
UpperChest Twist Left-Right,7.58333300,0.00010075
UpperChest Twist Left-Right,7.60000000,0.00011458
UpperChest Twist Left-Right,7.65000100,0.00014480
UpperChest Twist Left-Right,7.71666700,0.00015283
UpperChest Twist Left-Right,7.75000000,0.00017058
UpperChest Twist Left-Right,7.81666700,0.00021925
UpperChest Twist Left-Right,7.86666700,0.00020269
UpperChest Twist Left-Right,7.88333400,0.00018817
UpperChest Twist Left-Right,7.93333400,0.00016563
UpperChest Twist Left-Right,8.00000000,0.00017776
UpperChest Twist Left-Right,8.03333400,0.00018185
UpperChest Twist Left-Right,8.06666800,0.00017793
UpperChest Twist Left-Right,8.11666700,0.00016580
UpperChest Twist Left-Right,8.16666700,0.00014668
UpperChest Twist Left-Right,8.23333400,0.00011970
UpperChest Twist Left-Right,8.28333400,0.00007496
UpperChest Twist Left-Right,8.30000000,0.00005088
UpperChest Twist Left-Right,8.31666800,0.00002698
UpperChest Twist Left-Right,8.33333400,-0.00000051
Neck Nod Down-Up,0.00000000,0.00000030
Neck Nod Down-Up,0.01666667,-0.00001652
Neck Nod Down-Up,0.03333334,-0.00005847
Neck Nod Down-Up,0.05000000,-0.00011169
Neck Nod Down-Up,0.10000000,-0.00030253
Neck Nod Down-Up,0.15000000,-0.00043033
Neck Nod Down-Up,0.21666670,-0.00056123
Neck Nod Down-Up,0.31666670,-0.00106249
Neck Nod Down-Up,0.41666670,-0.00200046
Neck Nod Down-Up,0.51666670,-0.00234194
Neck Nod Down-Up,0.61666670,-0.00374547
Neck Nod Down-Up,0.71666670,-0.00519119
Neck Nod Down-Up,0.83333340,-0.00744479
Neck Nod Down-Up,0.96666670,-0.00780158
Neck Nod Down-Up,1.11666700,-0.00931848
Neck Nod Down-Up,1.21666700,-0.00859814
Neck Nod Down-Up,1.31666700,-0.00807461
Neck Nod Down-Up,1.41666700,-0.00624362
Neck Nod Down-Up,1.55000000,-0.00491635
Neck Nod Down-Up,1.65000000,-0.00383775
Neck Nod Down-Up,1.76666700,-0.00342792
Neck Nod Down-Up,1.86666700,-0.00294662
Neck Nod Down-Up,1.96666700,-0.00350764
Neck Nod Down-Up,2.10000000,-0.00257694
Neck Nod Down-Up,2.25000000,-0.00176751
Neck Nod Down-Up,2.35000000,-0.00087119
Neck Nod Down-Up,2.43333300,-0.00057173
Neck Nod Down-Up,2.46666700,-0.00042817
Neck Nod Down-Up,2.51666700,-0.00024933
Neck Nod Down-Up,2.55000000,-0.00032293
Neck Nod Down-Up,2.61666700,-0.00085932
Neck Nod Down-Up,2.73333400,-0.00125428
Neck Nod Down-Up,2.80000000,-0.00095002
Neck Nod Down-Up,2.85000000,-0.00032058
Neck Nod Down-Up,2.86666700,-0.00006598
Neck Nod Down-Up,2.88333300,0.00018986
Neck Nod Down-Up,2.93333300,0.00086152
Neck Nod Down-Up,3.13333300,0.00238008
Neck Nod Down-Up,3.26666700,0.00336541
Neck Nod Down-Up,3.38333300,0.00338460
Neck Nod Down-Up,3.48333400,0.00282173
Neck Nod Down-Up,3.60000000,0.00288337
Neck Nod Down-Up,3.73333400,0.00192940
Neck Nod Down-Up,3.85000000,0.00190829
Neck Nod Down-Up,3.95000000,0.00131596
Neck Nod Down-Up,4.03333400,0.00074275
Neck Nod Down-Up,4.11666700,0.00008043
Neck Nod Down-Up,4.13333400,0.00001750
Neck Nod Down-Up,4.15000000,-0.00000798
Neck Nod Down-Up,4.16666700,0.00000081
Neck Nod Down-Up,4.18333300,0.00003449
Neck Nod Down-Up,4.20000000,0.00008218
Neck Nod Down-Up,4.23333400,0.00016500
Neck Nod Down-Up,4.26666700,0.00017542
Neck Nod Down-Up,4.30000000,0.00010383
Neck Nod Down-Up,4.31666700,0.00005064
Neck Nod Down-Up,4.33333300,-0.00000332
Neck Nod Down-Up,4.36666700,-0.00009015
Neck Nod Down-Up,4.45000000,-0.00011004
Neck Nod Down-Up,4.48333400,-0.00006070
Neck Nod Down-Up,4.50000000,-0.00003328
Neck Nod Down-Up,4.51666700,-0.00001065
Neck Nod Down-Up,4.53333400,0.00000014
Neck Nod Down-Up,4.55000000,-0.00000525
Neck Nod Down-Up,4.56666700,-0.00003101
Neck Nod Down-Up,4.58333300,-0.00007563
Neck Nod Down-Up,4.63333400,-0.00025595
Neck Nod Down-Up,4.66666700,-0.00032524
Neck Nod Down-Up,4.73333400,-0.00022410
Neck Nod Down-Up,4.78333400,-0.00006052
Neck Nod Down-Up,4.80000000,-0.00001334
Neck Nod Down-Up,4.81666700,0.00002487
Neck Nod Down-Up,4.83333300,0.00005447
Neck Nod Down-Up,4.90000000,0.00010527
Neck Nod Down-Up,4.93333300,0.00012345
Neck Nod Down-Up,4.98333400,0.00013009
Neck Nod Down-Up,5.01666700,0.00007753
Neck Nod Down-Up,5.03333400,0.00002897
Neck Nod Down-Up,5.05000000,-0.00002949
Neck Nod Down-Up,5.08333300,-0.00014223
Neck Nod Down-Up,5.11666700,-0.00017874
Neck Nod Down-Up,5.13333400,-0.00014974
Neck Nod Down-Up,5.15000000,-0.00008846
Neck Nod Down-Up,5.16666700,-0.00000423
Neck Nod Down-Up,5.18333300,0.00008909
Neck Nod Down-Up,5.20000000,0.00017629
Neck Nod Down-Up,5.23333400,0.00028534
Neck Nod Down-Up,5.30000000,0.00030998
Neck Nod Down-Up,5.33333300,0.00038929
Neck Nod Down-Up,5.40000000,0.00072343
Neck Nod Down-Up,5.51666700,0.00119361
Neck Nod Down-Up,5.60000000,0.00158085
Neck Nod Down-Up,5.70000000,0.00244459
Neck Nod Down-Up,5.80000000,0.00299207
Neck Nod Down-Up,5.90000000,0.00321794
Neck Nod Down-Up,5.98333400,0.00328360
Neck Nod Down-Up,6.08333300,0.00322476
Neck Nod Down-Up,6.23333400,0.00242343
Neck Nod Down-Up,6.33333300,0.00159759
Neck Nod Down-Up,6.41666700,0.00174770
Neck Nod Down-Up,6.50000000,0.00216521
Neck Nod Down-Up,6.60000000,0.00202075
Neck Nod Down-Up,6.70000000,0.00247602
Neck Nod Down-Up,6.80000000,0.00242464
Neck Nod Down-Up,6.90000100,0.00205495
Neck Nod Down-Up,6.98333400,0.00136507
Neck Nod Down-Up,7.05000000,0.00125543
Neck Nod Down-Up,7.11666700,0.00214226
Neck Nod Down-Up,7.18333400,0.00295537
Neck Nod Down-Up,7.26666700,0.00305195
Neck Nod Down-Up,7.35000000,0.00257149
Neck Nod Down-Up,7.43333400,0.00195135
Neck Nod Down-Up,7.56666700,0.00238705
Neck Nod Down-Up,7.70000000,0.00236251
Neck Nod Down-Up,7.81666700,0.00212120
Neck Nod Down-Up,7.90000100,0.00171982
Neck Nod Down-Up,8.00000000,0.00152767
Neck Nod Down-Up,8.08333400,0.00078217
Neck Nod Down-Up,8.13333400,0.00043907
Neck Nod Down-Up,8.16666700,0.00026798
Neck Nod Down-Up,8.20000100,0.00008502
Neck Nod Down-Up,8.21666700,-0.00000791
Neck Nod Down-Up,8.23333400,-0.00009120
Neck Nod Down-Up,8.26666700,-0.00018831
Neck Nod Down-Up,8.30000000,-0.00015731
Neck Nod Down-Up,8.31666800,-0.00009819
Neck Nod Down-Up,8.33333400,0.00000030
Neck Tilt Left-Right,0.00000000,-0.00000017
Neck Tilt Left-Right,0.01666667,-0.00009093
Neck Tilt Left-Right,0.03333334,-0.00016111
Neck Tilt Left-Right,0.08333334,-0.00025097
Neck Tilt Left-Right,0.13333330,-0.00013208
Neck Tilt Left-Right,0.15000000,-0.00007302
Neck Tilt Left-Right,0.16666670,-0.00002095
Neck Tilt Left-Right,0.18333330,0.00001353
Neck Tilt Left-Right,0.20000000,0.00002701
Neck Tilt Left-Right,0.21666670,0.00001913
Neck Tilt Left-Right,0.23333330,-0.00000539
Neck Tilt Left-Right,0.25000000,-0.00004196
Neck Tilt Left-Right,0.28333340,-0.00013851
Neck Tilt Left-Right,0.31666670,-0.00029675
Neck Tilt Left-Right,0.35000000,-0.00057028
Neck Tilt Left-Right,0.41666670,-0.00122673
Neck Tilt Left-Right,0.46666670,-0.00128026
Neck Tilt Left-Right,0.53333340,-0.00109757
Neck Tilt Left-Right,0.58333340,-0.00145799
Neck Tilt Left-Right,0.66666670,-0.00242215
Neck Tilt Left-Right,0.80000010,-0.00251327
Neck Tilt Left-Right,0.93333340,-0.00290000
Neck Tilt Left-Right,1.03333300,-0.00265336
Neck Tilt Left-Right,1.11666700,-0.00239145
Neck Tilt Left-Right,1.20000000,-0.00239084
Neck Tilt Left-Right,1.28333300,-0.00217275
Neck Tilt Left-Right,1.38333300,-0.00245569
Neck Tilt Left-Right,1.48333300,-0.00199403
Neck Tilt Left-Right,1.60000000,-0.00153737
Neck Tilt Left-Right,1.73333300,-0.00101835
Neck Tilt Left-Right,1.81666700,-0.00074446
Neck Tilt Left-Right,1.85000000,-0.00039759
Neck Tilt Left-Right,1.86666700,-0.00017238
Neck Tilt Left-Right,1.88333300,0.00006009
Neck Tilt Left-Right,1.90000000,0.00027244
Neck Tilt Left-Right,1.93333300,0.00054833
Neck Tilt Left-Right,1.98333300,0.00052423
Neck Tilt Left-Right,2.01666700,0.00038725
Neck Tilt Left-Right,2.05000000,0.00031134
Neck Tilt Left-Right,2.11666700,0.00041849
Neck Tilt Left-Right,2.18333300,0.00075539
Neck Tilt Left-Right,2.26666700,0.00102506
Neck Tilt Left-Right,2.31666700,0.00067066
Neck Tilt Left-Right,2.36666700,0.00011549
Neck Tilt Left-Right,2.38333300,-0.00004451
Neck Tilt Left-Right,2.48333300,-0.00052670
Neck Tilt Left-Right,2.53333400,-0.00053692
Neck Tilt Left-Right,2.60000000,-0.00049255
Neck Tilt Left-Right,2.66666700,-0.00066829
Neck Tilt Left-Right,2.73333400,-0.00082138
Neck Tilt Left-Right,2.80000000,-0.00083193
Neck Tilt Left-Right,2.86666700,-0.00091065
Neck Tilt Left-Right,2.91666700,-0.00076078
Neck Tilt Left-Right,2.96666700,-0.00027047
Neck Tilt Left-Right,2.98333400,-0.00006707
Neck Tilt Left-Right,3.00000000,0.00013410
Neck Tilt Left-Right,3.03333400,0.00048877
Neck Tilt Left-Right,3.16666700,0.00095996
Neck Tilt Left-Right,3.23333400,0.00070606
Neck Tilt Left-Right,3.30000000,0.00020612
Neck Tilt Left-Right,3.31666700,0.00009113
Neck Tilt Left-Right,3.33333300,-0.00000798
Neck Tilt Left-Right,3.38333300,-0.00022540
Neck Tilt Left-Right,3.45000000,-0.00034713
Neck Tilt Left-Right,3.50000000,-0.00022197
Neck Tilt Left-Right,3.53333400,-0.00010013
Neck Tilt Left-Right,3.55000000,-0.00005828
Neck Tilt Left-Right,3.56666700,-0.00003650
Neck Tilt Left-Right,3.58333300,-0.00003147
Neck Tilt Left-Right,3.60000000,-0.00003422
Neck Tilt Left-Right,3.61666700,-0.00003811
Neck Tilt Left-Right,3.63333300,-0.00003492
Neck Tilt Left-Right,3.65000000,-0.00002030
Neck Tilt Left-Right,3.66666700,-0.00000020
Neck Tilt Left-Right,3.68333400,0.00001991
Neck Tilt Left-Right,3.70000000,0.00002628
Neck Tilt Left-Right,3.71666700,0.00000868
Neck Tilt Left-Right,3.73333400,-0.00004273
Neck Tilt Left-Right,3.76666700,-0.00024977
Neck Tilt Left-Right,3.81666700,-0.00065155
Neck Tilt Left-Right,3.86666700,-0.00077675
Neck Tilt Left-Right,3.93333400,-0.00050669
Neck Tilt Left-Right,3.96666700,-0.00041517
Neck Tilt Left-Right,4.03333400,-0.00031921
Neck Tilt Left-Right,4.06666700,-0.00019895
Neck Tilt Left-Right,4.10000000,-0.00005951
Neck Tilt Left-Right,4.11666700,-0.00000973
Neck Tilt Left-Right,4.13333400,0.00001742
Neck Tilt Left-Right,4.15000000,0.00001895
Neck Tilt Left-Right,4.16666700,-0.00000128
Neck Tilt Left-Right,4.18333300,-0.00003688
Neck Tilt Left-Right,4.20000000,-0.00007778
Neck Tilt Left-Right,4.23333400,-0.00014026
Neck Tilt Left-Right,4.26666700,-0.00015349
Neck Tilt Left-Right,4.31666700,-0.00011483
Neck Tilt Left-Right,4.36666700,-0.00012722
Neck Tilt Left-Right,4.40000000,-0.00022190
Neck Tilt Left-Right,4.45000000,-0.00049887
Neck Tilt Left-Right,4.50000000,-0.00073826
Neck Tilt Left-Right,4.55000000,-0.00071717
Neck Tilt Left-Right,4.60000000,-0.00066928
Neck Tilt Left-Right,4.65000000,-0.00097255
Neck Tilt Left-Right,4.71666700,-0.00162665
Neck Tilt Left-Right,4.85000000,-0.00175518
Neck Tilt Left-Right,4.93333300,-0.00148522
Neck Tilt Left-Right,5.01666700,-0.00111571
Neck Tilt Left-Right,5.10000000,-0.00113535
Neck Tilt Left-Right,5.16666700,-0.00101275
Neck Tilt Left-Right,5.25000000,-0.00059175
Neck Tilt Left-Right,5.28333400,-0.00066211
Neck Tilt Left-Right,5.36666700,-0.00130141
