Property,Time,Value
Neck Turn Left-Right,0.30000000,0.00700617
Neck Turn Left-Right,0.31666670,0.00831812
Neck Turn Left-Right,0.33333330,0.00828236
Neck Turn Left-Right,0.35000000,0.00570157
Neck Turn Left-Right,0.36666670,0.00134739
Neck Turn Left-Right,0.38333340,-0.00505504
Neck Turn Left-Right,0.40000000,-0.01171589
Neck Turn Left-Right,0.41666670,-0.01700576
Neck Turn Left-Right,0.43333340,-0.02039442
Neck Turn Left-Right,0.46666670,-0.01810120
Neck Turn Left-Right,0.50000000,-0.00884484
Neck Turn Left-Right,0.51666670,-0.00436227
Neck Turn Left-Right,0.53333340,0.00000004
Head Nod Down-Up,0.00000000,0.00000013
Head Nod Down-Up,0.01666667,-0.00233087
Head Nod Down-Up,0.03333334,-0.00449683
Head Nod Down-Up,0.05000000,-0.00640254
Head Nod Down-Up,0.06666667,-0.00767866
Head Nod Down-Up,0.08333334,-0.00710417
Head Nod Down-Up,0.10000000,-0.00717057
Head Nod Down-Up,0.11666670,-0.01099919
Head Nod Down-Up,0.13333330,-0.01549724
Head Nod Down-Up,0.15000000,-0.01879072
Head Nod Down-Up,0.16666670,-0.02081512
Head Nod Down-Up,0.20000000,-0.01883615
Head Nod Down-Up,0.23333330,-0.01340450
Head Nod Down-Up,0.25000000,-0.01100137
Head Nod Down-Up,0.26666670,-0.00928367
Head Nod Down-Up,0.30000000,-0.00936181
Head Nod Down-Up,0.33333330,-0.01099287
Head Nod Down-Up,0.35000000,-0.01056473
Head Nod Down-Up,0.36666670,-0.00944495
Head Nod Down-Up,0.38333340,-0.00747104
Head Nod Down-Up,0.40000000,-0.00553352
Head Nod Down-Up,0.41666670,-0.00465135
Head Nod Down-Up,0.43333340,-0.00405324
Head Nod Down-Up,0.45000000,-0.00334716
Head Nod Down-Up,0.48333330,-0.00187289
Head Nod Down-Up,0.50000000,-0.00111831
Head Nod Down-Up,0.51666670,-0.00052274
Head Nod Down-Up,0.53333340,-0.00000009
Head Tilt Left-Right,0.00000000,0.00000077
Head Tilt Left-Right,0.01666667,0.00477891
Head Tilt Left-Right,0.03333334,0.00853946
Head Tilt Left-Right,0.05000000,0.00942392
Head Tilt Left-Right,0.06666667,0.00889136
Head Tilt Left-Right,0.08333334,0.00693809
Head Tilt Left-Right,0.10000000,0.00615521
Head Tilt Left-Right,0.11666670,0.01074422
Head Tilt Left-Right,0.13333330,0.01579905
Head Tilt Left-Right,0.15000000,0.01756207
Head Tilt Left-Right,0.20000000,0.02092300
Head Tilt Left-Right,0.23333330,0.02704271
Head Tilt Left-Right,0.31666670,0.03056041
Head Tilt Left-Right,0.33333330,0.02600413
Head Tilt Left-Right,0.36666670,0.00936120
Head Tilt Left-Right,0.38333340,-0.00055065
Head Tilt Left-Right,0.40000000,-0.01015348
Head Tilt Left-Right,0.43333340,-0.02425504
Head Tilt Left-Right,0.45000000,-0.02617743
Head Tilt Left-Right,0.46666670,-0.02501199
Head Tilt Left-Right,0.50000000,-0.01414943
Head Tilt Left-Right,0.53333340,-0.00000026
Head Turn Left-Right,0.00000000,-0.00000034
Head Turn Left-Right,0.01666667,0.00072861
Head Turn Left-Right,0.03333334,0.00162581
Head Turn Left-Right,0.05000000,0.00302290
Head Turn Left-Right,0.06666667,0.00456141
Head Turn Left-Right,0.08333334,0.00644907
Head Turn Left-Right,0.10000000,0.00766147
Head Turn Left-Right,0.11666670,0.00643610
Head Turn Left-Right,0.13333330,0.00484117
Head Turn Left-Right,0.15000000,0.00471797
Head Turn Left-Right,0.16666670,0.00421498
Head Turn Left-Right,0.18333330,0.00155407
Head Turn Left-Right,0.20000000,-0.00174580
Head Turn Left-Right,0.21666670,-0.00446922
Head Turn Left-Right,0.23333330,-0.00656188
Head Turn Left-Right,0.25000000,-0.00757012
Head Turn Left-Right,0.26666670,-0.00753405
Head Turn Left-Right,0.28333340,-0.00607423
Head Turn Left-Right,0.30000000,-0.00397609
Head Turn Left-Right,0.31666670,-0.00147166
Head Turn Left-Right,0.33333330,0.00071874
Head Turn Left-Right,0.35000000,0.00155869
Head Turn Left-Right,0.36666670,0.00117199
Head Turn Left-Right,0.38333340,-0.00113292
Head Turn Left-Right,0.40000000,-0.00393858
Head Turn Left-Right,0.43333340,-0.00745710
Head Turn Left-Right,0.45000000,-0.00688637
Head Turn Left-Right,0.46666670,-0.00555167
Head Turn Left-Right,0.48333330,-0.00392772
Head Turn Left-Right,0.50000000,-0.00226001
Head Turn Left-Right,0.51666670,-0.00092413
Head Turn Left-Right,0.53333340,-0.00000038
Left Eye Down-Up,0.00000000,0.00000000
Left Eye Down-Up,0.53333340,0.00000000
Left Eye In-Out,0.00000000,0.00000000
Left Eye In-Out,0.53333340,0.00000000
Right Eye Down-Up,0.00000000,0.00000000
Right Eye Down-Up,0.53333340,0.00000000
Right Eye In-Out,0.00000000,0.00000000
Right Eye In-Out,0.53333340,0.00000000
Jaw Close,0.00000000,0.00000000
Jaw Close,0.53333340,0.00000000
Jaw Left-Right,0.00000000,0.00000000
Jaw Left-Right,0.53333340,0.00000000
Left Upper Leg Front-Back,0.00000000,0.59952080
Left Upper Leg Front-Back,0.10000000,0.58924260
Left Upper Leg Front-Back,0.18333330,0.60101200
Left Upper Leg Front-Back,0.31666670,0.60429380
Left Upper Leg Front-Back,0.40000000,0.62732760
Left Upper Leg Front-Back,0.51666670,0.60964030
Left Upper Leg Front-Back,0.53333340,0.59952320
Left Upper Leg In-Out,0.00000000,0.00509018
Left Upper Leg In-Out,0.01666667,0.00438198
Left Upper Leg In-Out,0.03333334,0.00413881
Left Upper Leg In-Out,0.05000000,0.00561659
Left Upper Leg In-Out,0.06666667,0.00733897
Left Upper Leg In-Out,0.08333334,0.00767771
Left Upper Leg In-Out,0.10000000,0.00835790
Left Upper Leg In-Out,0.11666670,0.01044295
Left Upper Leg In-Out,0.13333330,0.01397381
Left Upper Leg In-Out,0.16666670,0.02694101
Left Upper Leg In-Out,0.20000000,0.03201453
Left Upper Leg In-Out,0.25000000,0.03388137
Left Upper Leg In-Out,0.30000000,0.02771049
Left Upper Leg In-Out,0.35000000,0.01602217
Left Upper Leg In-Out,0.38333340,0.00915096
Left Upper Leg In-Out,0.40000000,0.00630646
Left Upper Leg In-Out,0.41666670,0.00346629
Left Upper Leg In-Out,0.43333340,0.00107540
Left Upper Leg In-Out,0.45000000,-0.00068819
Left Upper Leg In-Out,0.46666670,-0.00151759
Left Upper Leg In-Out,0.48333330,-0.00087033
Left Upper Leg In-Out,0.50000000,0.00068781
Left Upper Leg In-Out,0.51666670,0.00268818
Left Upper Leg In-Out,0.53333340,0.00508961
Left Upper Leg Twist In-Out,0.00000000,0.05251820
Left Upper Leg Twist In-Out,0.08333334,0.06194792
Left Upper Leg Twist In-Out,0.13333330,0.05833383
Left Upper Leg Twist In-Out,0.16666670,0.05197785
Left Upper Leg Twist In-Out,0.21666670,0.04951489
Left Upper Leg Twist In-Out,0.30000000,0.05287459
Left Upper Leg Twist In-Out,0.36666670,0.05706843
Left Upper Leg Twist In-Out,0.38333340,0.05606638
Left Upper Leg Twist In-Out,0.40000000,0.05521807
Left Upper Leg Twist In-Out,0.45000000,0.04591965
Left Upper Leg Twist In-Out,0.46666670,0.04387060
Left Upper Leg Twist In-Out,0.50000000,0.04707404
Left Upper Leg Twist In-Out,0.51666670,0.04932458
Left Upper Leg Twist In-Out,0.53333340,0.05251462
Left Lower Leg Stretch,0.00000000,0.99668430
Left Lower Leg Stretch,0.13333330,0.98521560
Left Lower Leg Stretch,0.40000000,1.00250900
Left Lower Leg Stretch,0.50000000,1.01307900
Left Lower Leg Stretch,0.53333340,0.99668810
Left Lower Leg Twist In-Out,0.00000000,-0.06466899
Left Lower Leg Twist In-Out,0.03333334,-0.06971692
Left Lower Leg Twist In-Out,0.10000000,-0.09192561
Left Lower Leg Twist In-Out,0.15000000,-0.08839331
Left Lower Leg Twist In-Out,0.21666670,-0.07502633
Left Lower Leg Twist In-Out,0.26666670,-0.06575441
Left Lower Leg Twist In-Out,0.31666670,-0.07501542
Left Lower Leg Twist In-Out,0.40000000,-0.09296020
Left Lower Leg Twist In-Out,0.48333330,-0.07001922
Left Lower Leg Twist In-Out,0.53333340,-0.06466685
Left Foot Up-Down,0.00000000,-0.00005644
Left Foot Up-Down,0.01666667,-0.00257694
Left Foot Up-Down,0.03333334,-0.00486290
Left Foot Up-Down,0.05000000,-0.00706326
Left Foot Up-Down,0.06666667,-0.00847391
Left Foot Up-Down,0.08333334,-0.00808591
Left Foot Up-Down,0.10000000,-0.00720167
Left Foot Up-Down,0.13333330,-0.00678338
Left Foot Up-Down,0.15000000,-0.00675392
Left Foot Up-Down,0.16666670,-0.00709036
Left Foot Up-Down,0.20000000,-0.01082295
Left Foot Up-Down,0.23333330,-0.01391475
Left Foot Up-Down,0.26666670,-0.01527189
Left Foot Up-Down,0.30000000,-0.01194844
Left Foot Up-Down,0.31666670,-0.00836984
Left Foot Up-Down,0.33333330,-0.00432727
Left Foot Up-Down,0.35000000,-0.00080015
Left Foot Up-Down,0.38333340,0.00566993
Left Foot Up-Down,0.40000000,0.00875445
Left Foot Up-Down,0.43333340,0.01479234
Left Foot Up-Down,0.46666670,0.01735876
Left Foot Up-Down,0.50000000,0.01050647
Left Foot Up-Down,0.51666670,0.00530837
Left Foot Up-Down,0.53333340,-0.00004804
Left Foot Twist In-Out,0.00000000,-0.00090818
Left Foot Twist In-Out,0.01666667,-0.00111107
Left Foot Twist In-Out,0.03333334,-0.00120967
Left Foot Twist In-Out,0.05000000,-0.00100492
Left Foot Twist In-Out,0.06666667,-0.00016708
Left Foot Twist In-Out,0.08333334,0.00230804
Left Foot Twist In-Out,0.10000000,0.00423018
Left Foot Twist In-Out,0.11666670,0.00339621
Left Foot Twist In-Out,0.13333330,0.00143324
Left Foot Twist In-Out,0.15000000,-0.00101573
Left Foot Twist In-Out,0.16666670,-0.00351265
Left Foot Twist In-Out,0.18333330,-0.00499740
Left Foot Twist In-Out,0.20000000,-0.00627162
Left Foot Twist In-Out,0.21666670,-0.00808908
Left Foot Twist In-Out,0.25000000,-0.01062095
Left Foot Twist In-Out,0.26666670,-0.01058897
Left Foot Twist In-Out,0.28333340,-0.00897573
Left Foot Twist In-Out,0.30000000,-0.00630113
Left Foot Twist In-Out,0.31666670,-0.00254860
Left Foot Twist In-Out,0.33333330,0.00139623
Left Foot Twist In-Out,0.35000000,0.00470396
Left Foot Twist In-Out,0.36666670,0.00721795
Left Foot Twist In-Out,0.38333340,0.00852168
Left Foot Twist In-Out,0.40000000,0.00901523
Left Foot Twist In-Out,0.41666670,0.00784613
Left Foot Twist In-Out,0.43333340,0.00601149
Left Foot Twist In-Out,0.45000000,0.00417817
Left Foot Twist In-Out,0.46666670,0.00250942
Left Foot Twist In-Out,0.48333330,0.00134043
Left Foot Twist In-Out,0.50000000,0.00045254
Left Foot Twist In-Out,0.51666670,-0.00037314
Left Foot Twist In-Out,0.53333340,-0.00091331
Left Toes Up-Down,0.00000000,-0.00000007
Left Toes Up-Down,0.01666667,0.00000772
Left Toes Up-Down,0.03333334,0.00001404
Left Toes Up-Down,0.05000000,0.00008022
Left Toes Up-Down,0.06666667,0.00018875
Left Toes Up-Down,0.08333334,0.00030538
Left Toes Up-Down,0.10000000,0.00039929
Left Toes Up-Down,0.11666670,0.00041268
Left Toes Up-Down,0.15000000,0.00035237
Left Toes Up-Down,0.16666670,0.00030391
Left Toes Up-Down,0.18333330,0.00023704
Left Toes Up-Down,0.20000000,0.00016597
Left Toes Up-Down,0.21666670,0.00007390
Left Toes Up-Down,0.23333330,-0.00000816
Left Toes Up-Down,0.25000000,-0.00003555
Left Toes Up-Down,0.26666670,-0.00004283
Left Toes Up-Down,0.28333340,-0.00003115
Left Toes Up-Down,0.30000000,-0.00000355
Left Toes Up-Down,0.31666670,0.00008381
Left Toes Up-Down,0.33333330,0.00020986
Left Toes Up-Down,0.38333340,0.00051448
Left Toes Up-Down,0.40000000,0.00052565
Left Toes Up-Down,0.43333340,0.00049563
Left Toes Up-Down,0.48333330,0.00021197
Left Toes Up-Down,0.50000000,0.00010235
Left Toes Up-Down,0.51666670,0.00002824
Left Toes Up-Down,0.53333340,-0.00000355
Right Upper Leg Front-Back,0.00000000,0.60001710
Right Upper Leg Front-Back,0.08333334,0.58118690
Right Upper Leg Front-Back,0.15000000,0.61993620
Right Upper Leg Front-Back,0.20000000,0.63403230
Right Upper Leg Front-Back,0.30000000,0.62784510
Right Upper Leg Front-Back,0.41666670,0.63758360
Right Upper Leg Front-Back,0.50000000,0.62193300
Right Upper Leg Front-Back,0.53333340,0.60000790
Right Upper Leg In-Out,0.00000000,-0.00245580
Right Upper Leg In-Out,0.01666667,-0.00165579
Right Upper Leg In-Out,0.03333334,-0.00169395
Right Upper Leg In-Out,0.05000000,-0.00362202
Right Upper Leg In-Out,0.06666667,-0.00596687
Right Upper Leg In-Out,0.10000000,-0.01007078
Right Upper Leg In-Out,0.11666670,-0.01216152
Right Upper Leg In-Out,0.13333330,-0.01495146
Right Upper Leg In-Out,0.15000000,-0.02047862
Right Upper Leg In-Out,0.16666670,-0.02597715
Right Upper Leg In-Out,0.18333330,-0.02894353
Right Upper Leg In-Out,0.21666670,-0.02925515
Right Upper Leg In-Out,0.30000000,-0.02176511
Right Upper Leg In-Out,0.31666670,-0.01955729
Right Upper Leg In-Out,0.33333330,-0.01756407
Right Upper Leg In-Out,0.35000000,-0.01492479
Right Upper Leg In-Out,0.36666670,-0.01339394
Right Upper Leg In-Out,0.40000000,-0.01015597
Right Upper Leg In-Out,0.41666670,-0.00838563
Right Upper Leg In-Out,0.45000000,-0.00413027
Right Upper Leg In-Out,0.46666670,-0.00215316
Right Upper Leg In-Out,0.48333330,-0.00181517
Right Upper Leg In-Out,0.50000000,-0.00132560
Right Upper Leg In-Out,0.51666670,-0.00166483
Right Upper Leg In-Out,0.53333340,-0.00245566
Right Upper Leg Twist In-Out,0.00000000,0.02809074
Right Upper Leg Twist In-Out,0.01666667,0.02197541
Right Upper Leg Twist In-Out,0.03333334,0.01491476
Right Upper Leg Twist In-Out,0.05000000,0.00820418
Right Upper Leg Twist In-Out,0.06666667,0.00235108
Right Upper Leg Twist In-Out,0.08333334,-0.00691874
Right Upper Leg Twist In-Out,0.10000000,-0.01317835
Right Upper Leg Twist In-Out,0.11666670,-0.01170919
Right Upper Leg Twist In-Out,0.13333330,-0.00517862
Right Upper Leg Twist In-Out,0.15000000,0.00487764
Right Upper Leg Twist In-Out,0.16666670,0.01654091
Right Upper Leg Twist In-Out,0.18333330,0.02075025
Right Upper Leg Twist In-Out,0.21666670,0.04171912
Right Upper Leg Twist In-Out,0.23333330,0.05215131
Right Upper Leg Twist In-Out,0.26666670,0.06328955
Right Upper Leg Twist In-Out,0.28333340,0.05695715
Right Upper Leg Twist In-Out,0.31666670,0.03186988
Right Upper Leg Twist In-Out,0.33333330,0.01645328
Right Upper Leg Twist In-Out,0.35000000,0.00926276
Right Upper Leg Twist In-Out,0.36666670,-0.00205580
Right Upper Leg Twist In-Out,0.38333340,-0.00976886
Right Upper Leg Twist In-Out,0.40000000,-0.01373337
Right Upper Leg Twist In-Out,0.41666670,-0.01507621
Right Upper Leg Twist In-Out,0.43333340,-0.01105591
Right Upper Leg Twist In-Out,0.45000000,-0.00329304
Right Upper Leg Twist In-Out,0.46666670,0.00784088
Right Upper Leg Twist In-Out,0.48333330,0.01239705
Right Upper Leg Twist In-Out,0.50000000,0.02100932
Right Upper Leg Twist In-Out,0.53333340,0.02808736
Right Lower Leg Stretch,0.00000000,1.00006100
Right Lower Leg Stretch,0.15000000,1.00474000
Right Lower Leg Stretch,0.38333340,1.00591700
Right Lower Leg Stretch,0.50000000,1.01658200
Right Lower Leg Stretch,0.53333340,1.00004900
Right Lower Leg Twist In-Out,0.00000000,-0.01799933
Right Lower Leg Twist In-Out,0.01666667,-0.01374339
Right Lower Leg Twist In-Out,0.03333334,-0.00774519
Right Lower Leg Twist In-Out,0.05000000,0.00066783
Right Lower Leg Twist In-Out,0.06666667,0.01077412
Right Lower Leg Twist In-Out,0.08333334,0.02291562
Right Lower Leg Twist In-Out,0.10000000,0.03183251
Right Lower Leg Twist In-Out,0.11666670,0.03184952
Right Lower Leg Twist In-Out,0.13333330,0.02693100
Right Lower Leg Twist In-Out,0.15000000,0.01979107
Right Lower Leg Twist In-Out,0.16666670,0.01152994
Right Lower Leg Twist In-Out,0.18333330,0.00612056
Right Lower Leg Twist In-Out,0.20000000,-0.00310600
Right Lower Leg Twist In-Out,0.21666670,-0.01535972
Right Lower Leg Twist In-Out,0.23333330,-0.02686058
Right Lower Leg Twist In-Out,0.26666670,-0.04017616
Right Lower Leg Twist In-Out,0.28333340,-0.03544614
Right Lower Leg Twist In-Out,0.30000000,-0.02572265
Right Lower Leg Twist In-Out,0.31666670,-0.01205819
Right Lower Leg Twist In-Out,0.33333330,0.00329604
Right Lower Leg Twist In-Out,0.35000000,0.01293452
Right Lower Leg Twist In-Out,0.36666670,0.02491576
Right Lower Leg Twist In-Out,0.40000000,0.03733290
Right Lower Leg Twist In-Out,0.41666670,0.03790884
Right Lower Leg Twist In-Out,0.45000000,0.02423937
Right Lower Leg Twist In-Out,0.46666670,0.01197396
Right Lower Leg Twist In-Out,0.48333330,0.00326352
Right Lower Leg Twist In-Out,0.50000000,-0.00720848
Right Lower Leg Twist In-Out,0.51666670,-0.01359457
Right Lower Leg Twist In-Out,0.53333340,-0.01799753
Right Foot Up-Down,0.00000000,-0.00001237
Right Foot Up-Down,0.01666667,-0.00735254
Right Foot Up-Down,0.05000000,-0.01884313
Right Foot Up-Down,0.06666667,-0.02233933
Right Foot Up-Down,0.10000000,-0.02231555
Right Foot Up-Down,0.11666670,-0.01901762
Right Foot Up-Down,0.13333330,-0.01311403
Right Foot Up-Down,0.15000000,-0.00172576
Right Foot Up-Down,0.16666670,0.01086179
Right Foot Up-Down,0.18333330,0.01629344
Right Foot Up-Down,0.20000000,0.01833788
Right Foot Up-Down,0.21666670,0.02017848
Right Foot Up-Down,0.23333330,0.02112810
Right Foot Up-Down,0.26666670,0.02088059
Right Foot Up-Down,0.30000000,0.01406635
Right Foot Up-Down,0.33333330,0.00664503
Right Foot Up-Down,0.35000000,0.00409489
Right Foot Up-Down,0.36666670,0.00238533
Right Foot Up-Down,0.38333340,0.00175959
Right Foot Up-Down,0.40000000,0.00209772
Right Foot Up-Down,0.41666670,0.00355702
Right Foot Up-Down,0.43333340,0.00576793
Right Foot Up-Down,0.45000000,0.00903027
Right Foot Up-Down,0.46666670,0.01153057
Right Foot Up-Down,0.48333330,0.01107930
Right Foot Up-Down,0.50000000,0.00873293
Right Foot Up-Down,0.51666670,0.00453162
Right Foot Up-Down,0.53333340,-0.00002187
Right Foot Twist In-Out,0.00000000,-0.00073026
Right Foot Twist In-Out,0.01666667,-0.00020244
Right Foot Twist In-Out,0.03333334,-0.00048638
Right Foot Twist In-Out,0.05000000,-0.00110454
Right Foot Twist In-Out,0.06666667,-0.00322441
Right Foot Twist In-Out,0.08333334,-0.00875247
Right Foot Twist In-Out,0.10000000,-0.01308325
Right Foot Twist In-Out,0.11666670,-0.01215555
Right Foot Twist In-Out,0.13333330,-0.00863137
Right Foot Twist In-Out,0.15000000,-0.00389608
Right Foot Twist In-Out,0.16666670,0.00069058
Right Foot Twist In-Out,0.18333330,0.00308234
Right Foot Twist In-Out,0.20000000,0.00636436
Right Foot Twist In-Out,0.23333330,0.01437440
Right Foot Twist In-Out,0.26666670,0.01818227
Right Foot Twist In-Out,0.28333340,0.01558517
Right Foot Twist In-Out,0.30000000,0.01113088
Right Foot Twist In-Out,0.31666670,0.00473283
Right Foot Twist In-Out,0.33333330,-0.00280014
Right Foot Twist In-Out,0.35000000,-0.00817386
Right Foot Twist In-Out,0.36666670,-0.01446667
Right Foot Twist In-Out,0.41666670,-0.02269544
Right Foot Twist In-Out,0.43333340,-0.02157347
Right Foot Twist In-Out,0.45000000,-0.01926837
Right Foot Twist In-Out,0.46666670,-0.01570612
Right Foot Twist In-Out,0.48333330,-0.01273306
Right Foot Twist In-Out,0.50000000,-0.00831065
Right Foot Twist In-Out,0.53333340,-0.00072867
Right Toes Up-Down,0.00000000,-0.00000010
Right Toes Up-Down,0.33333330,-0.00000010
Right Toes Up-Down,0.35000000,-0.00000010
Right Toes Up-Down,0.36666670,0.00000031
Right Toes Up-Down,0.38333340,-0.00000010
Right Toes Up-Down,0.40000000,-0.00000010
Right Toes Up-Down,0.41666670,-0.00000010
Right Toes Up-Down,0.43333340,-0.00000010
Right Toes Up-Down,0.45000000,-0.00000048
Right Toes Up-Down,0.46666670,-0.00000010
Right Toes Up-Down,0.48333330,-0.00000010
Right Toes Up-Down,0.53333340,-0.00000010
Left Shoulder Down-Up,0.00000000,-0.02274235
Left Shoulder Down-Up,0.03333334,-0.03835285
Left Shoulder Down-Up,0.13333330,-0.09250499
Left Shoulder Down-Up,0.16666670,-0.10081110
Left Shoulder Down-Up,0.20000000,-0.09817015
Left Shoulder Down-Up,0.23333330,-0.06694654
Left Shoulder Down-Up,0.26666670,-0.03177401
Left Shoulder Down-Up,0.28333340,-0.01559797
Left Shoulder Down-Up,0.30000000,-0.00034318
Left Shoulder Down-Up,0.31666670,0.00830930
Left Shoulder Down-Up,0.33333330,0.01374330
Left Shoulder Down-Up,0.35000000,0.01257423
Left Shoulder Down-Up,0.36666670,0.00505913
Left Shoulder Down-Up,0.38333340,-0.02340625
Left Shoulder Down-Up,0.40000000,-0.06346039
Left Shoulder Down-Up,0.43333340,-0.13321220
Left Shoulder Down-Up,0.45000000,-0.14398210
Left Shoulder Down-Up,0.46666670,-0.13951460
Left Shoulder Down-Up,0.50000000,-0.08721168
Left Shoulder Down-Up,0.53333340,-0.02272331
Left Shoulder Front-Back,0.00000000,0.07140263
Left Shoulder Front-Back,0.08333334,0.08753940
Left Shoulder Front-Back,0.18333330,0.10048560
Left Shoulder Front-Back,0.21666670,0.09518134
Left Shoulder Front-Back,0.30000000,0.05849323
Left Shoulder Front-Back,0.33333330,0.04533074
Left Shoulder Front-Back,0.35000000,0.04726809
Left Shoulder Front-Back,0.36666670,0.05490031
Left Shoulder Front-Back,0.40000000,0.08741896
Left Shoulder Front-Back,0.43333340,0.11569720
Left Shoulder Front-Back,0.48333330,0.10604100
Left Shoulder Front-Back,0.50000000,0.09356142
Left Shoulder Front-Back,0.53333340,0.07139482
Left Arm Down-Up,0.00000000,-0.36544330
Left Arm Down-Up,0.08333334,-0.35560130
Left Arm Down-Up,0.15000000,-0.35601640
Left Arm Down-Up,0.20000000,-0.34505800
Left Arm Down-Up,0.25000000,-0.37432120
Left Arm Down-Up,0.36666670,-0.36143850
Left Arm Down-Up,0.43333340,-0.31201050
Left Arm Down-Up,0.51666670,-0.35521060
Left Arm Down-Up,0.53333340,-0.36548940
Left Arm Front-Back,0.00000000,0.02647486
Left Arm Front-Back,0.03333334,0.04724918
Left Arm Front-Back,0.06666667,0.05857886
Left Arm Front-Back,0.10000000,0.06568990
Left Arm Front-Back,0.13333330,0.06792597
Left Arm Front-Back,0.16666670,0.07745992
Left Arm Front-Back,0.20000000,0.08778109
Left Arm Front-Back,0.23333330,0.08125833
Left Arm Front-Back,0.30000000,0.06825149
Left Arm Front-Back,0.33333330,0.05411968
Left Arm Front-Back,0.36666670,0.04455153
Left Arm Front-Back,0.40000000,0.04015602
Left Arm Front-Back,0.43333340,0.03279733
Left Arm Front-Back,0.46666670,0.02105923
Left Arm Front-Back,0.48333330,0.01845373
Left Arm Front-Back,0.50000000,0.01839992
Left Arm Front-Back,0.51666670,0.02184402
Left Arm Front-Back,0.53333340,0.02649971
Left Arm Twist In-Out,0.00000000,-0.32238220
Left Arm Twist In-Out,0.13333330,-0.32629700
Left Arm Twist In-Out,0.20000000,-0.31844750
Left Arm Twist In-Out,0.25000000,-0.29378270
Left Arm Twist In-Out,0.33333330,-0.31717710
Left Arm Twist In-Out,0.41666670,-0.36337810
Left Arm Twist In-Out,0.48333330,-0.33760110
Left Arm Twist In-Out,0.51666670,-0.32366910
Left Arm Twist In-Out,0.53333340,-0.32240280
Left Forearm Stretch,0.00000000,0.70560200
Left Forearm Stretch,0.05000000,0.66564330
Left Forearm Stretch,0.11666670,0.64258460
Left Forearm Stretch,0.18333330,0.61860870
Left Forearm Stretch,0.21666670,0.61783190
Left Forearm Stretch,0.33333330,0.66342290
Left Forearm Stretch,0.45000000,0.69890270
Left Forearm Stretch,0.53333340,0.70560070
Left Forearm Twist In-Out,0.00000000,0.42308830
Left Forearm Twist In-Out,0.06666667,0.43245970
Left Forearm Twist In-Out,0.16666670,0.38863330
Left Forearm Twist In-Out,0.28333340,0.41683510
Left Forearm Twist In-Out,0.41666670,0.39508060
Left Forearm Twist In-Out,0.51666670,0.41246290
Left Forearm Twist In-Out,0.53333340,0.42308880
Left Hand Down-Up,0.00000000,-0.00065664
Left Hand Down-Up,0.01666667,0.01772431
Left Hand Down-Up,0.03333334,0.03506902
Left Hand Down-Up,0.08333334,0.07159465
Left Hand Down-Up,0.15000000,0.10214170
Left Hand Down-Up,0.23333330,0.12347660
Left Hand Down-Up,0.30000000,0.07067218
Left Hand Down-Up,0.33333330,0.03524483
Left Hand Down-Up,0.35000000,0.02145828
Left Hand Down-Up,0.36666670,0.01122263
Left Hand Down-Up,0.38333340,0.00585730
Left Hand Down-Up,0.40000000,0.00394774
Left Hand Down-Up,0.41666670,0.00509585
Left Hand Down-Up,0.43333340,0.00764944
Left Hand Down-Up,0.45000000,0.01004325
Left Hand Down-Up,0.46666670,0.01166020
Left Hand Down-Up,0.48333330,0.01124187
Left Hand Down-Up,0.50000000,0.00911195
Left Hand Down-Up,0.51666670,0.00471973
Left Hand Down-Up,0.53333340,-0.00065634
Left Hand In-Out,0.00000000,0.00103687
Left Hand In-Out,0.01666667,0.01505124
Left Hand In-Out,0.06666667,0.04993406
Left Hand In-Out,0.13333330,0.08614627
Left Hand In-Out,0.21666670,0.11713970
Left Hand In-Out,0.31666670,0.06003619
Left Hand In-Out,0.35000000,0.03626138
Left Hand In-Out,0.36666670,0.02738771
Left Hand In-Out,0.38333340,0.02249915
Left Hand In-Out,0.40000000,0.02036557
Left Hand In-Out,0.43333340,0.02215609
Left Hand In-Out,0.46666670,0.02186514
Left Hand In-Out,0.50000000,0.01414955
Left Hand In-Out,0.51666670,0.00781374
Left Hand In-Out,0.53333340,0.00103751
Right Shoulder Down-Up,0.00000000,0.00000001
Right Shoulder Down-Up,0.01666667,0.01955133
Right Shoulder Down-Up,0.03333334,0.03662273
Right Shoulder Down-Up,0.05000000,0.04821795
Right Shoulder Down-Up,0.06666667,0.05338242
Right Shoulder Down-Up,0.10000000,0.03857836
Right Shoulder Down-Up,0.11666670,0.02399865
Right Shoulder Down-Up,0.13333330,0.00715979
Right Shoulder Down-Up,0.15000000,-0.02046175
Right Shoulder Down-Up,0.16666670,-0.05144688
Right Shoulder Down-Up,0.18333330,-0.07442912
Right Shoulder Down-Up,0.20000000,-0.08387533
Right Shoulder Down-Up,0.21666670,-0.06885749
Right Shoulder Down-Up,0.23333330,-0.04129298
Right Shoulder Down-Up,0.25000000,-0.00704762
Right Shoulder Down-Up,0.26666670,0.01336345
Right Shoulder Down-Up,0.28333340,0.02519388
Right Shoulder Down-Up,0.30000000,0.03278807
Right Shoulder Down-Up,0.35000000,0.02675523
Right Shoulder Down-Up,0.36666670,0.01684111
Right Shoulder Down-Up,0.38333340,0.00278637
Right Shoulder Down-Up,0.40000000,-0.02587221
Right Shoulder Down-Up,0.41666670,-0.05771159
Right Shoulder Down-Up,0.43333340,-0.08477783
Right Shoulder Down-Up,0.46666670,-0.10612550
Right Shoulder Down-Up,0.50000000,-0.07167495
